name,tier,activation,ranked,description,source
Gunslinger Diplomacy,2,False,False,"If your character is armed, they may use this talent to conspicuously display their weapon and add [success] [success] [threat] to the results of the next social skill check they make this turn. This may have additional narrative repercussions at your GM's discretion.",EOTI
Good Cop,2,False,True,"Your character may spend [advantage] [advantage] from a Charm or Negotiation check to use this talent to upgrade the ability of a single ally's subsequent social skill check a number of times equal to your character's ranks in Good Cop. The check must target the same character as your character's initial check, and it must take place during the same encounter. ",Only one character may affect a check with this talent.
Grapple,2,False,False,"Your character may suffer 2 strain to use this talent. Until the start of your character's next turn, enemies must spend two maneuvers to disengage from your character.",ROT
Hard-Headed,2,False,True,"When staggered or disoriented, perform the Hard-Headed action; make a Daunting (◆◆◆◆) Discipline check to remove status. Reduce the difficulty per rank of Hard-Headed.","ACRB, ECRB"
Haughty Demeanor,2,False,False,Other characters add [threat] to social skill checks targeting your character.,SOTB
Headbutt,2,False,False,"Once per encounter, the character may perform the Headbutt incidental. The character suffers two wounds and selects one engaged non-vehicle target with a silhouette of up to one higher than the characters. The target is knocked prone and is disoriented until the end of the next round.",KOF
Heightened Awareness,2,False,False,Allies within short range of your character add ■ to their Perception and Vigilance checks. Allies engaged with your character add ■■ instead.,GCRB
Heroic Recovery,2,False,False,"When your character acquires this talent, choose one characteristic. Once per encounter, you may spend one Story Point to use this talent to have your character heal strain equal to the rating of the chosen characteristic.",ROT
Hidden Storage (Improved),2,False,False,"Your character may use Hidden Storage to store an item within their own suitably modified body (such as through cybernetics, surgery, or prosthetic replacements).",CAM
Hold Together,2,False,False,Spend 1 Story Point to perform a Hold Together incidental immediately after vehicle or starship takes damage to turn it into system strain.,"ACRB, ECRB"
Hunter,2,False,False,"Knowledge (Geography), Ranged, and Survival are now career skills for your character.",ROT
Hunter's Quarry,2,False,False,"Take Hunter's Quarry action, make a Hard (◆◆◆) Survival check to upgrade the ability of all attacks made against a target within long range until the end of the character's next turn.","ETU, SS"
Impaling Strike,2,False,False,"When your character inflicts a Critical Injury with a melee weapon, until the end of the target's next turn they may use this talent to immobilize the target (in addition to the other effects of the Critical Injury).",ROT
Improvised Defenses,2,False,False,"Your character may attempt an Average (◆◆) Survival check to fashion small defenses using scavenged materials. If the check is successful, the structure can provide cover for up to 4 characters for the rest of the encounter. Your character may spend [advantage] [advantage] or [triumph] from the check to increase the ranged defense the structure provides to 2.",FO
Inspiration,2,False,False,"Once per encounter, you may spend a Story Point to have your character use this talent to target another character within hearing range, and tell them to perform a specific task. If your character knows the target's Strength or Desire Motivation, the target may reroll up to three dice of their choice during the next check they make to perform that task during the current encounter.","This talent does not force the target to perform the designated task (it simply benefits them if they do so). In addition, the target becomes less hostile toward your character in the future."
Inspiring Rhetoric,2,False,False,"Your character may use this talent to make an Average (◆◆) Leadership check. For each [success] the check generates, one ally within short range heals one strain. For each [advantage], one ally benefiting from Inspiring Rhetoric heals one additional strain.",GCRB
Inventor,2,False,True,"When your character makes a check to construct new items or modify existing ones, use this talent to add a number of ■ to the check equal to ranks of Inventor. In addition, your character may attempt to reconstruct devices that they have heard described but have not seen and do not have any kinds of plans or schematics for.",GCRB
Knockdown,2,False,False,"After hitting with a melee attack, may spend a [triumph] to knock the target prone.","ABGR, ACRB, EBGR, ECRB"
Know the Enemy,2,False,False,May use an appropriate Knowledge skill when making checks to determine initiative.,DOR
Know-It-All,2,False,False,"Once per session, perfectly recall an important fact previously learned as if a Story Point had been spent.",DA
Known Schematic,2,False,False,"Once per session, may perform the Known Schematic maneuver; make an appropriate Hard (◆◆◆) Knowledge check. Success grants familiarity with a building or ship's design.","ACRB, ECRB"
Knows the Ropes,2,False,False,Add ■ to checks made to escape from restraints equal to ranks in Skullduggery. Spend [triumph] to free all other allies within short range.,DOR
Leverage,2,False,False,"Once per encounter, you may spend a Story Point to have your character use this talent to target another character within hearing range. If your character knows the target's Flaw or Fear Motivation, the target must spend their next turn performing one action of your character's choice. If this occurs during a narrative encounter, this can be a single discrete task instead.","At your GM's discretion, certain actions or tasks may be too unrealistic for the target to perform (such as harming themself or betraying a beloved family member). In addition, the target becomes more hostile toward your character in the future."
Long Game,2,False,False,"When your character purchases this talent, they increase the number of benchmarks they need to complete their current agenda and any future agendas they choose by 2 (see page 64). When they complete an agenda, they double the received rewards (if the rewards are difficult to quantify, your GM determines what an appropriate increase is).",The rest of the party does not double any XP rewards they receive when your character completes their agenda.
Loom,2,False,False,"When an ally engaged with the character makes a successful Charm, Deception, or Negotiation check, the character adds [advantage] per rank in Coercion to the ally's check.",DC
Lucky Strike,2,False,False,"When your character purchases this talent, choose one characteristic. After your character makes a successful combat check, you may spend one Story Point to use this talent to add damage equal to your character's ranks in that characteristic to one hit of the combat check.",GCRB
Multiple Opponents,2,False,False,Your character adds ■ to his Brawl and Melee combat checks when engaged with multiple opponents. This includes single groups of multiple minions.,FCRB
Mystic Theurge,2,False,False,"When purchasing this talent, choose one magic skill. That skill becomes a career skill, but your character may only use it for one check per encounter.",GHC
Natural Communion,2,False,False,"When your character uses the Conjure magic action, the spell gains the Summon Ally effect without increasing the difficulty. All creatures your character summons must be naturally occurring animals native to the area.",ROT
Net hunter,2,False,False,"When your character successfully traces another character during a Network encounter, your character gains one additional trace.",SOTB
Overheat,2,False,False,"Your character must be a Hylar or Gashlai or have allegiance to the Embers of Muaat or the Universities of Jol-Nar to benefit from this talent. When making a check while using a piece of equipment (such as operating a vehicle, searching with a scanner, or attacking with a weapon), your character may use this talent to add [success] [advantage] to the results. If they do so, after the check is resolved, the equipment becomes damaged one step (from undamaged to minor, from minor to moderate, from moderate to major, or from major to destroyed; see page 89 of the Core Rulebook). If the equipment is a part of a vehicle, the vehicle suffers 2 system strain instead.",EOTI
Overstocked Ammo,2,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the Limited Ammo quality of any weapons mounted on Signature Vehicle by 1 per rank of Overstocked Ammo.,SOT
Parkour!,2,False,False,"Once per round, your character may suffer 1 strain to use this talent and move to any location within short range. ","This includes locations that are vertically distant or have no easy access route, but there must be an object to move across or path to move along. Your GM may rule some locations cannot be reached (such as ones behind locked doors or walls)."
Physical Training,2,False,True,Add ■ per rank of Physical Training to Athletics and Resilience checks.,"ACRB, DOH"
Precision Strike,2,False,True,"When making a Brawl or Melee combat check, your character may use this talent to remove a number of ■ from the dice pool no greater than their ranks in Precision Strike and suffer 1 strain per ■ removed, then add an equal number of [success] to the results of the check.",EOTI
Pride and Joy,2,False,False,"Choose one vehicle your character owns with a silhouette of 4 or greater; it becomes their ""Pride and Joy"" vehicle. Upgrade the ability of all social checks your character makes while within short range of the vehicle once.",DOR
Probing Question,2,False,False,"If your character knows an opponent's Flaw or Fear motivation, when your character inflicts strain on that opponent using a social skill, the opponent suffers 3 additional strain.",SOTB
Quick Draw (Improved),2,False,False,Your character must have purchased the Quick Draw Talent to benefit from this talent. May use Quick Draw twice per round. This also allows you to reduce the prepare rating by 2 to a minimum of one.,FC
Quick Fix,2,False,False,"You may spend a Story Point to use this talent to have your character temporarily repair one damaged item they are engaged with. For a number of rounds equal to your character's ranks in Mechanics, the item may be used without penalty (see page 89 of the GENESYS Core Rulebook), even if it is unusable. When the effect ends, the item is damaged one additional step; if it was already suffering from major damage, it is destroyed and cannot be repaired.",SOTB
Reckless Charge,2,False,False,"After using a maneuver to move engage an adversary, your character may suffer 2 strain to use this talent. They then add [success] [success] [threat] [threat] to the results of the next Brawl, Melee (Light), or Melee (Heavy) combat check they make this turn.",ROT
Reconstruct the Scene,2,False,False,Perform the Reconstruct the Scene action; make a Hard (◆◆◆) Perception check to identify the physical characteristics of person present at the scene within 24 hours.,"ND, EV"
Researcher,2,False,True,"On a successful Knowledge check, character and allies gain automatic [advantage] per rank of Researcher on checks to act on those facts until the end of his next turn.","DA, LBE"
Resist Disarm,2,False,False,Suffer 2 strain to avoid being disarmed or have weapon damaged or destroyed.,FCRB
Runic Lore,2,False,False,Knowledge (Lore) and Runes are now career skills for your character.,ROT
Scathing Tirade,2,False,False,"Your character may use this talent to make an Average (◆◆) Coercion check. For each [success] the check generates, one enemy within short range suffers 1 strain. For each [advantage], one enemy affected by Scathing Tirade suffers 1 additional strain.",GCRB
Selective Detonation,2,False,True,"When using a weapon with the Blast quality spend [advantage] to exclude 1 target that would be affected by the explosion, up to ranks in Selective Detonation.","ACRB, DC"
Sense Emotions,2,False,False,"Add ■ to all Charm, Coercion, and Deception checks.","ECRB, FBGR, FCRB"
Shapeshifter (Improved),2,False,False,"Once per session, your character may make a Hard (◆◆◆) Discipline check as an out-of-turn incidental either to trigger Shapeshifter or to avoid triggering it when they exceed their strain threshold.",ROT
Shepherding Command,2,False,False,"Your character must be an Xxcha or a Titan or have allegiance to the Titans of Ul or the Xxcha Kingdom to benefit from this talent. Once per encounter when an ally within short range is targeted by an attack, your character may reduce the damage dealt by that attack by your character's ranks in Leadership before the damage is reduced by soak.",EOTI
Shortcut,2,False,True,"During a chase, add ■ per rank in Shortcut to any checks made to catch or escape an opponent.","ACRB, ECRB, EV, SS"
Side-Step,2,False,True,"Once per round, your character may suffer a number of strain no greater than their ranks in Side-Step to use this talent. Until the end of your character's next turn, upgrade the difficulty of all ranged combat checks targeting your character a number of times equal to the strain suffered.",GCRB
Signature Spell,2,False,False,"When your character gains this talent, decide on a signature spell for them, consisting of a particular magic action and a specific set of one or more effects. When your character casts their signature spell (consisting of the exact combination of action and effects previously chosen), reduce the difficulty of the check by one.",ROT
Sneak Attack,2,False,False,"When your character makes a Melee check, they use Cunning instead of Brawn. If they add their Brawn rating to a weapon's base damage, they add their Cunning rating instead.",EOTI
Sound Investments,2,False,True,"At the beginning of each game session, your character receives aurei equal to their ranks in Sound Investments times 100.","How your character earns this money is up to you and your GM and could represent actual business investments, an inheritance, a legal or illegal side business, or even bribes or blackmail money. Your GM can also decide that the current events of the adventure may make those funds temporarily unavailable."
Speaks Binary,2,False,True,"When directing non-sentient NPC artificial life forms, may grant them ■ per rank of Speaks Binary on checks.","ABGR, ACRB, ECRB"
Special Use Permit,2,False,False,Your character does not treat any Ranged (Heavy) weapons as restricted (R).,"This also means your character can carry a Ranged (Heavy) weapon that normally would be restricted in public without being arrested. However, they can still be arrested for using such a weapon in an unlawful manner."
Stalker,2,False,True,Add ■ per rank of Stalker to all Stealth and Coordination checks.,"ABGR, ACRB, ECRB"
Strong Arm,2,False,False,Treat thrown weapons as if they had 1 greater range.,"ACRB, EBGR, ECRB"
Stunning Blow,2,False,False,"While making Melee checks, may inflict damage as strain instead of wounds. This does not ignore soak.","ACRB, ECRB"
Sustained Fire,2,False,True,"After making a Ranged (Light), Ranged (Heavy), or Gunnery check, your character may use this talent to spend [advantage] [advantage] [advantage] or [triumph] to add [success] equal to their ranks in Sustained Fire to the results of all Ranged (Light), Ranged (Heavy), or Gunnery checks they make against the same target until the end of the current encounter.",The check does not have to be successful to use this talent.
Tactical Focus,2,False,False,"When performing a combat check with a Ranged (Heavy) weapon, if your character did not perform a maneuver to ready or stow a weapon or item during this turn, they add [advantage] to the results. ",SOTB
Technical Aptitude,2,False,False,When making a Computer skill check may spend [advantage] [advantage] or [triumph] to reduce the time spent to complete the task by 50%.,"ACRB, ECRB, FCRB"
Templar (Improved),2,False,False,"Your character must have purchased the Templar talent to benefit from this talent. When your character casts the single Divine spell per encounter granted by the Templar talent, they do not add ■ for wearing heavy armor (armor with +2 soak or higher), using a shield, or not having at least one hand free (see Table III.2–3: Penalties When Casting Spells, on page 210 of the Genesys Core Rulebook).",ROT
Threaten,2,False,True,"After an adversary within short range of your character resolves a combat check that deals damage to one of your character's allies, your character may suffer 3 strain to use this talent to inflict a number of strain on the adversary equal to your character's ranks in Coercion. The range of this talent increases by one band per rank of Threaten beyond the first.",ROT
Time to Go,2,False,False,The character may spend 1 Story Point to perform a Move maneuver as an incidental to attempt to move into cover or out of the blast range of a weapon or explosion.,"ACRB, DC"
Tinkerer,2,False,True,May add 1 additional hard point to a number of items equal to ranks in Tinkerer. Each item may only be modified once.,"ACRB, ECRB, KTP"
Touch of Fate,2,False,False,"Once per session, add ■■ to any 1 check.","ACRB, ECRB, FCRB"
Two-Handed Stance,2,False,False,"When performing a combat check with a Ranged (Light) weapon, if your character has nothing in their other hand, they add [advantage] to the results. ",SOTB
Unarmed Parry,2,False,False,May Parry while unarmed. Reduce strain cost to Parry while unarmed by 1 (to a minimum of 1). ,The character may be considered to be using a shield for purposes of the Reflect talent at the GM's discretion.
Uncanny Senses,2,False,True,Add ■ per rank of Uncanny Senses to all Perception and Vigilance checks.,"ACRB, ECRB, FCRB"
Undercity Contacts,2,False,False,"Once per session, you may spend one Story Point to use this talent to let your character learn if a character of your choice is in New Angeles, and if so, what district.","At your GM's discretion, the information may take up to an hour to come back to your character."
Vehicle Combat Training,2,False,False,"Gunnery, and Driving become career skills.",ACRB
Well Read,2,False,False,Choose any 3 Knowledge skills. They permanently become career skills.,LBE
Well-Travelled,2,False,False,"Knowledge (Geography), Negotiation, and Vigilance are now career skills for your character.",ROT
Wraithbane,2,False,False,Your character counts the Critical rating of their weapon as one lower to a minimum of 1 when making an attack targeting an undead adversary.,ROT
Aethersprite (Improved),3,False,False,"Your character must have purchased the Aethersprite talent to benefit from this talent. If your character made a successful check to use the Aethersprite talent during the current encounter, you may spend a Story Point to have your character use this talent to make themselves and up to five allies invisible to any electronic sensors for a number of rounds equal to your character's ranks in Computers.","This works on any electronic monitoring or surveillance systems, such as cameras, heat and motion sensors, and even microradar pulses. It also affects any nonsentient drones or robots that are linked with the network affected by Aethersprite."
Alchemical Arts,3,False,True,"After making a check to craft a poison, may suffer Strain up to twice ranks in Alchemical Arts. For every two Strain add [success] [advantage] to results.",UP
Ambush,3,False,False,"Once per round while benefiting from cover, may make the Ambush maneuver. Add damage equal to Stealth skill to one hit of next successful combat check against a target within short range before the end of the turn.",FIB
Animal Companion,3,False,True,"Your character creates a bond with a single animal approved by your GM. This animal must be silhouette 0 (no larger than a mid-sized dog). The bond persists as long as your character chooses, although at your GM's discretion, the bond may also be broken due to abusive treatment or other extenuating circumstances. As long as the bond persists, the animal follows your character, and you dictate the animal's overall behavior (although, since the animal is only bonded with the character, not dominated, it may still perform inconvenient actions such as scratching furniture, consuming rations, and marking territory). Once per round in structured encounters, your character may spend one maneuver to direct their animal in performing one action and one maneuver during your character's turn. The animal must be within hearing and visual range of your character (generally medium range) to do this. Otherwise, the animal does not contribute to the encounter. The specifics of its behavior are up to you and your GM. For every additional rank of Animal Companion your character has, increase the allowed silhouette of the companion by one (this may mean your character gets a new companion, or their companion grows in size). This talent can also change in flavor depending on the nature of your game setting. While an animal companion may make sense in many settings, in a futuristic setting it may make more sense for the “animal” to be a robot or drone, for example.",GCRB
Applied Research,3,False,True,Your character may use this talent before making a check to use any knowledge skill and Intellect characteristic instead of the skill and characteristic the check would normally require. Your character may use this talent a number of times per session equal to their ranks in Applied Research.,"When your character uses this talent, you should explain how their mastery of knowledge lets them accomplish this task. In addition, your GM may rule that a particular knowledge skill makes the most sense in a given situation and require your character to use that specific knowledge skill."
Armor Master (Improved),3,False,False,"Your character must have purchased the Armor Master talent to benefit from this talent. When wearing armor with a soak value of 2 or higher, increase defense by 1.","ACRB, ECRB, KTP"
Backstab,3,False,False,"Your character may use this talent to attack an unaware adversary using a Melee (Light) weapon. A Backstab is a melee attack and follows the normal rules for performing a combat check (see page 101 of the Genesys Core Rulebook), using the character's Skullduggery skill instead of Melee (Light). If the check succeeds, each uncanceled [success] adds +2 damage (instead of the normal +1).",ROT
Bad Habit,3,False,False,"Your character may use this talent to become disoriented for the remainder of the encounter. At the beginning of each of your character's turns, if they are still disoriented due to this talent, they heal 2 strain.",SOTB
Bad Press,3,False,False,"Once per session, choose an organization and make a Hard (◆◆◆) Deception check. On success, organization members have their strain thresholds reduced by 1, plus 1 per [success] [success] [success], until the end of the session. When he does this, the player must explain how the PC disseminated the propaganda such that it has affected his targets. The chosen organization must be narrow and cohesive enough to be affected by bad publicity.",DA
Barrel Roll,3,False,False,"Your character can only use this talent while piloting a starfighter or airplane of Silhouette 3 or less. When your vehicle suffers a hit from a ranged combat check, after damage is calculated but before armor is applied, your character may have their vehicle suffer 3 system strain to use this talent. Then, reduce the damage suffered by a number equal to their ranks in Piloting.",GCRB
Battle Casting,3,False,False,"Your character does not add ■ to magic skill checks for wearing heavy armor (armor with +2 soak or higher), using a shield, or not having at least one hand free (see Table III.2–3: Penalties When Casting Spells, on page 210 of the Genesys Core Rulebook).",ROT
Blind Spot,3,False,False,"Your character, and allies within short range, add automatic [advantage] to combat checks they make while benefiting from cover.","FIB, KTP"
Blooded (Improved),3,False,True,"As an action, make a Hard (◆◆◆) Resilience check to immediately recover from all poisons and side effects of drugs. Reduce difficulty once per rank of Blooded.",UP
Bodyguard,3,False,True,"Once per round, your character may suffer a number of strain no greater than their ranks in Bodyguard to use this talent. Choose one ally engaged with your character, until the end of your character's next turn, upgrade the difficulty of all combat checks targeting that ally a number of times equal to the strain suffered.",SOTB
Capital Sendoff,3,False,False,Take a Capital Sendoff action targeting two ships or vehicles at Close range; make a Hard (◆◆◆) Cool check to cause the targets to suffer a minor collision.,SOT
Cavalier,3,False,False,"While riding a mount trained for battle (typically a war mount [see page 105] or flying mount [see page 104]), once per round your character may use this talent to direct the mount to perform an action.",ROT
Ccrysusian Methodology,3,False,True,"Once per session when your character is targeted by a social skill check, they may use this talent to reduce any strain they suffer by an amount equal to their ranks in Negotiation, to a minimum amount of strain of 1.",Each additional rank of Ccrysusian Methodology increases the number of times your character can use this talent each session by 1.
Center of Being,3,False,True,"While wielding a weapon with the Defensive quality, your character may perform a Center of Being maneuver. Until the beginning of your character's next turn, whenever an enemy makes a melee attack targeting them, the critical rating of the enemy's weapon counts as 1 higher per rank of Center of Being.",FCRB
Combat Veteran,2,False,False,Add ■ to Brawl and Discipline checks.,DOR
Confidence (Improved),3,False,False,Your character must have purchased the Confidence talent to benefit from this talent. May spend [advantage] on a fear check to steady the nerves of allies making the same fear check. If the character does so each ally within short range who makes the fear check adds automatic successes equal to the character's rank in confidence.,LBE
Congenial,3,False,True,"May suffer a number of strain to downgrade difficulty of Charm or Negotiation checks or upgrade difficulty when target by Charm or Negotiation checks, by an equal number. Strain suffered this way cannot exceed ranks in Congenial.","FH, FC, DOH"
Constant Vigilance,3,False,False,May always use Vigilance when making checks to determine initiative.,EV
Counterattack,3,False,False,"Your character must have purchased the Improved Parry talent to benefit from this talent. When your character uses the Improved Parry talent to hit an attacker, they may also activate an item quality of the weapon they used as if they had generated [advantage] [advantage] on a combat check using that weapon.",ROT
Creative Killer,3,False,False,Reduce the critical rating of improvised weapons by 2 (to a minimum of 1).,ACRB
Cunning Persona,3,False,False,Your character may suffer 2 strain to make a Charm check using Cunning instead of Presence.,CAM
Cunning Snare,3,False,False,"Once per encounter as an action, may create a trap. Any other character who moves to engaged range of the trap must make an Opposed Vigilance vs. Survival check to avoid harm and ill effects.",FIB
Customized Cooling Unit,3,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the system strain threshold of Signature Vehicle by 2 per rank of Customized Cooling Unit.,SOT
Daring Turn,3,False,False,"When an opponent has gained the advantage on a starship or vehicle being piloted, may spend 2 strain to perform a Daring Turn maneuver to remove the effects.",SOT
Deliberate Tactics,3,False,False,"Your character must be a Titan or an Xxcha or have allegiance to the Titans of Ul or the Xxcha Kingdom to benefit from this talent. During a combat encounter, your character may choose to take either no maneuvers or no actions during their turn to use this talent. If they do, they reduce all strain suffered to 0 (both voluntary and involuntary) until the start of their next turn and add [advantage] [advantage] to combat checks they make until the start of their next turn.",EOTI
Disarm,3,False,False,May spend [triumph] or [advantage] [advantage] with a successful Brawl or Melee check to disarm opponent.,FCRB
Disarming Smile,3,False,True,Take the Disarming Smile action; succeed at an opposed Charm check against a target within short range to lower all defenses of a target by ranks in Disarming Smile until the end of the encounter.,FC
Dissonance,3,False,False,"While wielding a musical instrument, your character may use this talent to make an Average (◆◆) Charm or Verse check. For each [success] the check generates, one enemy of the player's choosing within medium range suffers 1 wound. For each [advantage], one enemy affected by Dissonance suffers 1 additional wound.",ROT
Distinctive Style,3,False,False,"When making a Computers check to hack a system or break into a secured network, before rolling, your character may use this talent to add [success] [success] [threat] [threat] to the results. If you are using the optional hacking rules on page 232 and your check generates [threat] [threat], your GM should spend it on the I Know You! option in Table III.2-22 on page 234 of the Genesys Core Rulebook.",GCRB
Dockyard Expertise,3,False,True,"Your character may make an Average (◆◆) Knowledge check when at a dry dock with suitable personnel and equipment to conduct repairs to a ship, or to add attachments or modifications to one. If successful, the cost and time for repairs is reduced by 20% for each rank of Dockyard Expertise to a minimum of 100 units of currency and one day.",FO
Dodge,3,False,True,"When your character is targeted by a combat check (ranged or melee), they may suffer a number of strain no greater than their ranks in Dodge to use this talent. Then, upgrade the difficulty of the combat check targeting your character a number of times equal to the strain suffered.",GCRB
Double or Nothing,3,False,False,"Suffer 2 strain to perform the Double or Nothing incidental to increase the difficulty of the next check by one. Then, after canceling opposing symbols, double the amount of remaining [advantage].",FC
Druid,3,False,False,"When your character casts a Conjure spell using the Primal skill, they always add the Summon Ally effect without increasing the difficulty, and they must always summon a living animal (such as those on pg. 86). The animal remains for the duration of the encounter even if your character does not use a Concentrate maneuver to maintain the spell. At your GM's discretion, the animal may have already been nearby rather than summoned from thin air. Likewise, at the end of the encounter, the animal may revert back to its natural behavior instead of vanishing.",GEPG
Dual Blow,3,False,False,"When resolving a combined check to attack with two weapons in melee or ranged combat, your character may suffer 3 strain to use this talent to hit with the secondary weapon (instead of spending [advantage] [advantage]).",EOTI
Dual Strike,3,False,False,"When resolving a combined check to attack with two weapons in a melee combat, your character may suffer 2 strain to use this talent to hit with the secondary weapon (instead of spending [advantage] [advantage]).",ROT
Dumb Luck,3,False,False,"Once per session, you may spend a Story Point to use this talent after your character suffers a Critical Injury but before the result is rolled. Their opponent must roll two results, and you select which applies to your character.",SOTB
Eagle Eyes,3,False,False,"Once per encounter before making a ranged combat check, you may use this talent to increase your weapon's range by one range band (to a maximum of extreme range). This lasts for the duration of the combat check.",GCRB
Easy Prey,3,False,False,"Your character may suffer 3 strain to use this talent. Until the start of your character's next turn, your character and allies within short range add ■■ to combat checks against immobilized targets.",ROT
Elementalist (Improved),3,False,False,"Your character must have purchased the Elementalist talent to benefit from this talent. When your character purchases this talent, they gain one of the following abilities based on the element selected from Elementalist talent: Immunity to fire – including ignoring damage from attack with the Burn quality and from other fire-based attacks (fire), they cannot be immobilized and can breathe underwater (water), they cannot be knock prone or staggered (earth), or they cannot be disoriented and can fly using the hovering guidelines in the Flying sidebar on page 100 of GCRB (air). Whenever your character casts an Attack spell, they always add the chosen effect to the spell without increasing the difficulty. However, they may never add any of the other three effects to a spell they may cast.",GEPG
Encoded Communique,3,False,False,Upgrade the difficulty of checks to decrypt this character's coded messages without the proper cipher a number of times equal to ranks in Computers skill.,DA
Encouraging Words,3,False,False,"After an engaged ally fails a check, may suffer 1 strain to assist that ally's next check this encounter as an out of turn incidental.","DA, LBE, DOH"
Ensorcelled (Supreme),3,False,False,"Your character must have purchased the Ensorcelled (Improved) talent to benefit from this talent. If your character has at least three ranks in a magic skill, once per session they may use this talent to force all enemies within medium range to make a Hard (◆◆◆) Discipline check as an out-of-turn incidental. If they fail, they must spend all available maneuvers moving away from your character, and they suffer 5 strain, plus 1 additional strain per [threat] (if your group is using the optional Fear rules on page 243 of GCRB, this can be treated as a fear check).","What form this reveal takes is up to you, with GM's approval, but should be based on the magic skill your character possesses (as well as their backstory)."
Exhaustive Questioning,3,False,False,"Whenever your character makes a successful social check against a captured enemy within short range, they may reduce the enemy's strain threshold by 2 for the remainder of the session and spend 1 [advantage] to inflict 1 strain.",CAM
Expert Gunner,3,False,False,"When your character makes a Gunnery check, they may suffer 3 strain to use this talent to reduce the number of [advantage] needed to activate any of their weapon's item qualities by 1, to a minimum of 1, until the end of the turn.",EOTI
Expert Scrapper,3,False,False,"Your character must be a Saar or have allegiance to the Clan of Saar or the Mentak Coalition to benefit from this talent. Once per encounter while engaged with a vehicle, your character can use this talent to make a Mechanics check with a difficulty equal to the vehicle's silhouette. The vehicle suffers 1 hull trauma per [success], and one Critical Hit per [advantage] [advantage] [advantage] or [triumph].",EOTI
Explosive Casting,3,False,False,"When your character casts an Attack spell, they treat the spell's Blast quality as having a rating equal to twice your character's ranks in Knowledge (instead of their ranks in Knowledge). Additionally, you may spend one Story Point to use this talent to trigger the spell's Blast quality, instead of spending [advantage] (even if the attack misses).",GEPG
Extended Reach,3,False,False,"While armed with a two-handed melee weapon (or Melee (Heavy) weapon), suffer 1 strain to make a Melee combat check with that weapon targeting an enemy at up to short range (rather than engaged range).",DOR
Eye for Detail,3,False,True,"After making a Mechanics or Computers check, may suffer strain up to ranks in Eye for Detail to convert that many [success] to [advantage].",SM
Face of the Wild,3,False,False,"When your character casts a transform spell on themselves using the Primal skill, you may spend a Story Point to have them use this talent to maintain the effects of the spell until the end of the encounter, without performing concentrate maneuvers.",GEPG
Fear the Shadows,3,False,False,"Once per session, may make a Hard (◆◆◆) Deception check to force a single minion group or rival to flee the encounter.",EV
Fearsome Rep,3,False,True,Add [advantage] to results of Coercion checks equal to ranks in Fearsome Rep.,DOR
Feint,3,False,True,Spend [triumph] or [advantage] [advantage] [advantage] generated on a missed melee attack to upgrade difficulty of opponent's next attack targeting character by ranks in Feint.,FCRB
Feral Strength,3,False,True,Add 1 damage per rank of Feral Strength to one hit of successful attacks made using Brawl or Melee skills.,"ABGR, ACRB, EBGR, ECRB"
Field Commander,3,False,False,"Your character may use this talent to make an Average (◆◆) Leadership check. If successful, a number of allies equal to your character's Presence may immediately suffer 1 strain to perform one maneuver (out of turn). If there are any questions as to which allies take their maneuvers first, your character is the final arbiter.",GCRB
Fire Control,3,False,False,Take the Fire Control maneuver; all combat checks made from current starship or vehicle count their target's silhouette as one higher than normal until the beginning of next turn.,ACRB
Forgot to Count?,3,False,False,"When an opponent makes a ranged combat check, you can spend [threat] [threat] from that check to use this talent to cause their weapon to run out of ammo (see page 104), as long as the weapon can normally run out of ammunition.",GCRB
Form on Me,3,False,False,Allies equal to ranks in Leadership in short range gain the benefits of the Gain the Advantage action.,ACRB
Formation Tactics,3,False,False,"Make a Hard (◆◆◆) Leadership check. If successful, choose a number of allies within short range equal to [success] generated. Upgrade the difficulty of attacks against these allies once until the end of your character's next turn.",DOR
Fortified Structure,3,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the hull trauma threshold of Signature Vehicle by 1 per rank of Fortified Structure.,SOT
Frenzied Attack,3,False,True,"When making a Melee or Brawl check, suffer a number of strain to upgrade the attack an equal number of times. The strain suffered may not exceed ranks in Frenzied Attack.","ACRB, ECRB"
Full Throttle,3,False,False,"While driving or flying, your character may use this talent to make a Hard (◆◆◆) Piloting or Driving check. If successful, the top speed of the vehicle increases by one (to a maximum of 5) for a number of rounds equal to your character's Cunning. The specifics of this talent require the optional vehicle rules, on page 220. If your game does not use these rules, this talent simply makes the vehicle go much faster than normal, with the specifics up to your GM.",GCRB
Greased Palms,3,False,True,"Before making a social check, may spend up to 50 units of currency per rank of Greased Palms to upgrade the ability of the check once for every 50 spent.","ACRB, JOY, FH"
Grenadier,3,False,True,"When your character makes a ranged combat check with a weapon that has the Blast item quality, you may spend one Story Point to use this talent to trigger the weapon's Blast quality, instead of spending [advantage] (even if the attack misses). In addition, your character treats grenades as having a range of medium.",GCRB
Harass,3,False,False,"Whenever the character's animal companion makes a successful combat check against a target, it may forgo inflicting damage to upgrade the difficulty of the target's next check once instead.",SS
